193.32.184.0/22,DE,DE-HE,Frankfurt
217.113.22.0/23,DE,DE-HE,Frankfurt
84.32.208.0/23,DE,DE-HE,Frankfurt
92.249.60.0/22,DE,DE-HE,Frankfurt
217.28.129.0/24,DE,DE-HE,Frankfurt
212.30.38.0/23,DE,DE-HE,Frankfurt
85.133.179.0/24,DE,DE-HE,Frankfurt
188.64.8.0/22,DE,DE-HE,Frankfurt
